region,soil_type,latitude,longitude,Alabasta militaris,Arcella conica,Arcella costata,Arcella excavata,Arcella gibbosa,Arcella hemisphaerica,Arcella intermedia,Arcella mitrata,Arcella rotundata,Arcella rotundata stenostoma,Arcella rotundata stenostoma undulata,Arcella vulgaris,Arcella vulgaris penardi,Arcella vulgaris polymorpha,Arcella vulgaris undulata,Archerella flavum,Argynnia dentistoma,Argynnia dentistoma lacustris,Argynnia dentistoma laevis,Argynnia vitraea,Argynnia vitraea minor,Assulina muscorum,Assulina scandinavica,Assulina seminulum,Awerintzewia cyclostoma,Bullinularia indica,Bullinularia indica minor,Centropyxis aculeata,Centropyxis aculeata grandis,Centropyxis aculeata oblonga,Centropyxis aerophila,Centropyxis aerophila sphagnicola,Centropyxis cassis,Centropyxis constricta,Centropyxis deflandriana,Centropyxis discoides,Centropyxis ecornis,Centropyxis elongata,Centropyxis gibba,Centropyxis laevigata,Centropyxis minuta,Centropyxis orbicularis,Centropyxis plagiostoma,Centropyxis platystoma,Centropyxis spinosa,Centropyxis sylvatica,Centropyxis sylvatica minor,Corythion dubium,Corythion dubium minima,Corythion orbicularis,Cryptodifflugia compressa,Cryptodifflugia oviformis,Cyclopyxis arcelloides,Cyclopyxis eurystoma,Cyclopyxis kahli,Cyclopyxis plana,Cyphoderia ampulla,Cyphoderia trochus,Difflugia acutissimella,Difflugia bacillariarum,Difflugia bacillifera,Difflugia bicornis,Difflugia bryophila,Difflugia decloitrei,Difflugia elegans,Difflugia gassowskii,Difflugia geosphaerica,Difflugia glans,Difflugia globulosa,Difflugia juzephiniensis,Difflugia labiosa,Difflugia lemani,Difflugia lucida,Difflugia minuta,Difflugia oblonga,Difflugia parva,Difflugia penardi,Difflugia pristis,Difflugia pulex,Difflugia pyriformis,Ellipsopyxis pauliani,Euglypha acanthophora,Euglypha anodonta,Euglypha anodonta magna,Euglypha bryophila,Euglypha capsiosa,Euglypha ciliata,Euglypha ciliata glabra,Euglypha compressa,Euglypha compressa glabra,Euglypha cristata,Euglypha cristata decora,Euglypha denticulata,Euglypha filifera,Euglypha filifera pyriformis,Euglypha hyalina,Euglypha laevis,Euglypha rotunda,Euglypha rotunda obliqua,Euglypha simplex,Euglypha strigosa,Euglypha strigosa glabra,Euglypha strigosa heterospina,Euglypha strigosa muscorum,Euglypha tuberculata,Euglypha tuberculata minor,Galeripora arenaria,Galeripora arenaria compressa,Galeripora arenaria sphagnicola,Galeripora artocrea pseudocatinus,Galeripora catinus,Galeripora discoides,Galeripora discoides foveosa,Galeripora discoides pseudovulgaris undulata,Galeripora discoides scutelliformis,Galeripora megastoma,Galeripora polypora undulata,Gibbocarina galeata,Gibbocarina galeata orbicularis,Gibbocarina gracilis,Heleopera lata,Heleopera petricola,Heleopera rosea,Heleopera sphagni,Heleopera sylvatica,Hyalosphenia elegans,Hyalosphenia minuta,Hyalosphenia papilio,Lesquereusia epistomium,Lesquereusia inequalis,Lesquereusia modesta,Lesquereusia spiralis,Longinebela penardiana,Longinebela speciosa,Microchlamys patella,Mrabella subcarinata,Nebela bohemica,Nebela collaris,Nebela parvula,Nebela tincta,Netzelia oviformis,Netzelia tuberculata,Netzelia wailesi,Padaungiella lageniformis,Padaungiella wailesi,Phryganella acropodia,Phryganella acropodia penardi,Phryganella hemisphaerica,Physochila griseola,Physochila tenella,Placocista spinosa,Plagiopyxis callida,Plagiopyxis declivis,Plagiopyxis labiata,Plagiopyxis penardi,Planocarina carinata,Planocarina marginata,Pseudodifflugia gracilis,Quadrulella symmetrica,Scutiglypha scutigera,Sphenoderia fissirostris,Sphenoderia lenta,Tracheleuglypha dentata,Trigonopyxis arcula,Trigonopyxis arcula major,Trigonopyxis microstoma,Trigonopyxis minuta,Trinema chardezi,Trinema complanatum,Trinema enchelys,Trinema grandis,Trinema leidyi,Trinema lineare,Trinema lineare truncatum,Trinema penardi,Wailesella eboracensis,Zivkovicia spectabilis
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0.06122449,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0.081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0.459183673,0,0,0,0,0,0,0,0,0,0.010204082,0,0.091836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0.163265306,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0.028846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0.028846154,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0.019230769,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0.144230769,0,0.461538462,0,0,0,0,0,0,0,0,0,0.009615385,0,0.096153846,0,0,0,0,0.009615385,0,0,0,0,0,0.067307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048076923,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0.135416667,0,0,0,0.0625,0.020833333,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.083333333,0,0.03125,0,0,0,0,0.010416667,0,0,0,0,0,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050505051,0,0,0,0,0,0,0,0,0.04040404,0.01010101,0,0,0,0,0,0,0,0,0,0.141414141,0,0,0,0.03030303,0,0.464646465,0.01010101,0,0,0,0,0.02020202,0.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0.01010101,0,0,0,0.01010101,0.01010101,0,0,0,0,0,0,0.02020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02020202,0.04040404,0,0,0.070707071,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265306122,0,0,0,0,0,0,0,0,0.020408163,0.020408163,0,0,0,0,0,0,0,0,0,0.051020408,0,0,0,0,0,0.051020408,0,0,0,0.12244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0.010204082,0,0,0,0,0.081632653,0.040816327,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0,0,0,0,0.030612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0.020408163,0,0,0.010204082,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0.040816327,0,0,0,0,0.010204082,0,0,0,0.173469388,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0.23,0.01,0.04,0,0.04,0,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.03,0,0,0,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.07,0,0.01,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.07,0.04,0,0,0.1,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059405941,0,0,0,0,0,0,0,0,0.04950495,0.00990099,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0.00990099,0,0.138613861,0.00990099,0.01980198,0,0,0,0.227722772,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0.01980198,0,0,0,0,0.01980198,0,0,0,0.089108911,0.01980198,0,0,0,0,0,0,0.00990099,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0.02970297,0.00990099,0.00990099,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0.069306931,0.04950495,0,0,0.069306931,0,0.00990099,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163265306,0,0.06122449,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030612245,0.06122449,0,0,0,0,0,0,0,0.030612245,0,0,0,0.06122449,0,0,0,0,0,0.030612245,0.06122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163265306,0,0,0,0,0,0,0,0,0,0.030612245,0,0.06122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132653061,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0.019607843,0,0,0.156862745,0,0,0,0,0,0,0.019607843,0,0,0,0.019607843,0,0,0,0,0,0.431372549,0,0,0,0.019607843,0,0,0,0,0,0.049019608,0,0.049019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0.019607843,0.019607843,0,0,0,0.019607843,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107843137,0.009803922,0,0.009803922,0,0.019607843,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078431373,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0.039215686,0,0,0.049019608,0,0,0,0.019607843,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0.058823529,0,0.009803922,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0.441176471,0.009803922,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0.040816327,0.010204082,0,0,0.010204082,0,0.010204082,0,0,0,0,0,0,0,0,0.030612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081632653,0,0,0,0,0,0,0,0.030612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0.010204082,0,0.010204082,0.010204082,0,0,0,0,0,0.030612245,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0.448979592,0,0,0,0.010204082,0,0.010204082,0,0,0,0,0,0.010204082,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030612245,0.010204082,0,0.030612245,0,0,0,0,0,0,0,0,0,0.12244898,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336633663,0.01980198,0,0,0,0,0.079207921,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0.00990099,0,0.00990099,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02970297,0,0,0,0,0,0,0,0.00990099,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0.00990099,0,0,0,0.376237624,0,0,0,0,0,0.00990099,0,0,0,0.00990099,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02970297,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069306931,0,0,0,0,0,0,0,0,0.099009901,0,0,0,0,0,0,0,0,0,0,0.396039604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069306931,0,0,0,0,0,0.02970297,0.069306931,0,0,0,0,0,0,0,0,0,0,0,0,0.02970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069306931,0.099009901,0,0,0,0.069306931,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0.31372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0.039215686,0,0,0,0,0.078431373,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0.039215686,0.039215686,0,0,0,0.107843137,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0.13,0.01,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078431373,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0,0,0,0.147058824,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0.078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0.039215686,0,0,0,0.078431373,0,0,0,0.078431373,0,0,0,0,0,0.039215686,0,0,0,0.078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0.147058824,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0.091836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0.051020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0,0.010204082,0,0,0,0.102040816,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0,0.131313131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0.191919192,0,0.060606061,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0,0.057692308,0,0,0,0,0.105769231,0,0,0.057692308,0,0,0,0,0,0,0.105769231,0,0,0,0,0,0,0,0,0,0,0.057692308,0,0,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0,0,0,0.105769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057692308,0,0,0,0.105769231,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920792079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03960396,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0,0.04,0,0,0,0.05,0.08,0,0,0.04,0.04,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.02,0.04,0,0,0.31,0.01,0.04,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018348624,0,0,0,0.018348624,0,0,0,0,0,0,0.027522936,0,0,0.04587156,0,0,0,0,0,0.018348624,0,0,0,0,0,0,0.018348624,0,0,0,0,0,0,0,0,0,0,0.018348624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018348624,0,0,0,0,0,0,0,0,0.018348624,0.04587156,0,0.027522936,0,0.018348624,0,0,0,0.018348624,0.018348624,0,0,0.027522936,0,0.018348624,0,0.018348624,0,0,0,0,0,0,0,0,0,0,0,0,0.018348624,0,0,0,0,0,0.018348624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027522936,0,0,0,0,0,0,0,0,0,0.018348624,0,0,0,0,0,0,0,0,0,0,0.018348624,0,0,0,0.183486239,0,0,0,0,0,0.04587156,0.082568807,0,0,0.19266055,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0.010416667,0,0.03125,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0.041666667,0,0,0.03125,0,0.010416667,0.010416667,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135416667,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0.114583333,0,0,0,0,0,0.03125,0.166666667,0,0,0.208333333,0.010416667,0.010416667,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0.245098039,0,0,0,0.107843137,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0.107843137,0.029411765,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0.166666667,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0.029411765,0,0,0,0.078431373,0,0,0,0
Baikal,organic soil,52.011,104.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526316,0,0,0,0,0.042105263,0,0,0,0,0,0,0,0,0.042105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526316,0,0.031578947,0,0,0,0.031578947,0,0,0,0.031578947,0.010526316,0,0,0.010526316,0,0,0,0.010526316,0,0.031578947,0,0,0,0.126315789,0,0,0,0,0,0,0,0,0,0,0,0,0.031578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042105263,0,0,0,0,0,0,0,0,0,0.031578947,0,0,0,0,0,0,0,0,0,0,0,0.031578947,0,0,0.010526316,0,0,0,0,0,0.031578947,0.042105263,0,0,0.378947368,0,0,0,0
